,AAPL,TSLA,NVDA,IBM
2017-01-05,116.61,226.75,101.74,168.7
2017-01-04,116.02,226.99,104.39,169.26
2017-01-03,116.15,216.99,102.01,167.19
2016-12-30,115.82,213.69,106.74,165.99
2016-12-29,116.73,214.68,111.43,166.6
2016-12-28,116.76,219.74,109.25,166.19
2016-12-27,117.26,219.53,117.32,167.14
2016-12-23,116.52,213.34,109.78,166.71
2016-12-22,116.29,208.45,107.11,167.06
2016-12-21,117.06,207.7,105.83,167.33
2016-12-20,116.95,208.79,105.17,167.6
2016-12-19,116.64,202.73,101.63,166.68
2016-12-16,115.97,202.49,100.41,166.73
2016-12-15,115.82,197.58,98.71,168.02
2016-12-14,115.19,198.69,96.45,168.51
2016-12-13,115.19,198.15,91.17,168.29
2016-12-12,113.3,192.43,89.59,165.5
2016-12-09,113.95,192.18,91.82,166.52
2016-12-08,112.12,192.29,93.48,165.36
2016-12-07,111.03,193.15,95.07,164.79
2016-12-06,109.95,185.85,93.39,160.35
2016-12-05,109.11,186.8,91.88,159.84
2016-12-02,109.9,181.47,88.45,160.02
2016-12-01,109.49,181.88,87.64,159.82
2016-11-30,110.52,189.4,92.2,162.22
2016-11-29,111.46,189.57,93.25,163.53
2016-11-28,111.57,196.12,94.11,164.52
2016-11-25,111.79,196.65,94.16,163.14
2016-11-23,111.23,193.14,93.97,161.98
2016-11-22,111.8,191.17,93.65,162.67
2016-11-21,111.73,184.52,92.98,162.77
2016-11-18,110.06,185.02,93.36,160.39
2016-11-17,109.95,188.66,92.39,159.8
2016-11-16,109.99,183.93,91.63,159.29
2016-11-15,107.11,183.77,86.19,158.67
2016-11-14,105.71,181.45,83.64,158.21
2016-11-11,108.43,188.56,87.97,161.27
2016-11-10,107.79,185.35,67.77,160.22
2016-11-09,110.88,190.06,69.96,154.81
2016-11-08,111.06,194.94,71.16,155.17
2016-11-07,110.41,193.21,71.27,155.72
2016-11-04,108.84,190.56,67.57,152.43
2016-11-03,109.83,187.42,67.96,152.37
2016-11-02,111.59,188.02,68.76,151.95
2016-11-01,111.49,190.79,69.05,152.79
2016-10-31,113.54,197.73,71.16,153.69
2016-10-28,113.72,199.97,70.56,152.61
2016-10-27,114.48,204.01,70.68,153.35
2016-10-26,115.59,202.24,72.16,151.81
2016-10-25,118.25,202.34,71.87,150.88
2016-10-24,117.65,202.76,70.71,150.57
2016-10-21,116.6,200.09,67.54,149.63
2016-10-20,117.06,199.1,67.73,151.52
2016-10-19,117.12,203.56,66.47,151.26
2016-10-18,117.47,199.1,66.61,150.72
2016-10-17,117.55,193.96,65.61,154.77
2016-10-14,117.63,196.51,65.99,154.45
2016-10-13,116.98,200.24,65.35,153.72
2016-10-12,117.34,201.51,66.43,154.29
2016-10-11,116.3,200.1,66.13,154.79
2016-10-10,116.05,200.95,67.1,157.02
2016-10-07,114.06,196.61,66.85,155.67
2016-10-06,113.89,201.0,67.34,156.88
2016-10-05,113.05,208.46,68.23,157.08
2016-10-04,113.0,211.41,68.3,156.46
2016-10-03,112.52,213.7,68.45,157.61
2016-09-30,113.05,204.03,68.52,158.85
2016-09-29,112.18,200.7,67.4,158.11
2016-09-28,113.95,206.27,66.78,158.29
2016-09-27,113.09,205.81,66.54,156.77
2016-09-26,112.88,208.99,64.34,153.98
2016-09-23,112.71,207.45,64.95,154.98
2016-09-22,114.62,206.43,65.02,156.11
2016-09-21,113.55,205.22,64.86,155.53
2016-09-20,113.57,204.64,63.09,154.45
2016-09-19,113.58,206.34,63.67,154.87
2016-09-16,114.92,205.4,62.84,153.84
2016-09-15,115.57,200.42,62.69,155.66
2016-09-14,111.77,196.41,60.4,154.05
2016-09-13,107.95,196.05,59.87,155.81
2016-09-12,105.44,198.3,60.75,158.29
2016-09-09,103.13,194.47,59.52,155.69
2016-09-08,105.52,197.36,62.64,159.0
2016-09-07,108.36,201.71,62.19,161.64
2016-09-06,107.7,202.83,63.12,160.35
2016-09-02,107.73,197.78,62.53,159.55
2016-09-01,106.73,200.77,63.15,159.54
2016-08-31,106.1,212.01,61.34,158.88
2016-08-30,106.0,211.34,61.63,159.4
2016-08-29,106.82,215.2,61.99,159.72
2016-08-26,106.94,219.99,62.03,158.32
2016-08-25,107.57,220.96,61.53,158.63
2016-08-24,108.03,222.62,61.94,159.05
2016-08-23,108.85,224.84,62.91,160.26
2016-08-22,108.51,222.93,62.52,160.0
2016-08-19,109.36,225.0,62.26,160.04
2016-08-18,109.08,223.51,62.1,161.36
2016-08-17,109.22,223.24,61.15,160.44
2016-08-16,109.38,223.61,62.6,160.7
2016-08-15,109.48,225.59,62.98,161.88
2016-08-12,108.18,225.61,63.04,161.95
2016-08-11,107.93,224.91,59.7,163.53
2016-08-10,108.0,225.65,58.51,162.08
2016-08-09,108.81,229.08,58.89,161.77
2016-08-08,108.37,226.16,58.74,162.04
2016-08-05,107.48,230.03,58.2,163.5
2016-08-04,105.87,230.61,57.23,161.55
2016-08-03,105.79,225.79,56.19,160.67
2016-08-02,104.48,227.2,56.04,160.58
2016-08-01,106.05,230.01,56.73,161.45
2016-07-29,104.21,234.79,57.1,160.62
2016-07-28,104.34,230.61,56.18,161.37
2016-07-27,102.95,228.49,56.06,161.83
2016-07-26,96.67,229.51,56.63,162.12
2016-07-25,97.34,230.01,55.68,162.65
2016-07-22,98.66,222.27,54.67,162.07
2016-07-21,99.43,220.5,53.22,160.45
2016-07-20,99.96,228.36,54.22,161.36
2016-07-19,99.87,225.26,53.52,159.58
2016-07-18,99.83,226.25,52.97,159.86
2016-07-15,98.78,220.4,52.7,159.78
2016-07-14,98.79,221.53,53.32,160.28
2016-07-13,96.87,222.53,52.78,158.02
2016-07-12,97.42,224.65,52.8,157.04
2016-07-11,96.98,224.78,52.02,155.33
2016-07-08,96.68,216.78,50.85,154.46
2016-07-07,95.94,215.94,48.89,152.6
2016-07-06,95.53,214.44,47.65,152.37
2016-07-05,94.99,213.98,47.35,151.68
2016-07-01,95.89,216.5,46.66,152.35
2016-06-30,95.6,212.28,47.01,151.78
2016-06-29,94.4,210.19,46.65,148.46
2016-06-28,93.59,201.79,45.9,145.7
2016-06-27,92.04,198.55,45.24,143.5
2016-06-24,93.4,193.15,45.73,146.59
2016-06-23,96.1,196.4,48.49,155.35
2016-06-22,95.55,196.66,47.23,152.92
2016-06-21,95.91,219.61,47.27,154.05
2016-06-20,95.1,219.7,47.56,153.61
2016-06-17,95.33,215.47,46.72,151.99
2016-06-16,97.55,217.93,47.55,151.06
2016-06-15,97.14,217.7,47.36,150.68
2016-06-14,97.46,214.96,46.88,151.06
2016-06-13,97.34,217.87,46.79,151.28
2016-06-10,98.83,218.79,46.2,152.37
2016-06-09,99.65,229.36,47.38,153.42
2016-06-08,98.94,235.52,46.18,154.0
2016-06-07,99.03,232.34,46.33,153.33
2016-06-06,98.63,220.68,46.24,152.73
2016-06-03,97.92,218.99,46.48,152.89
2016-06-02,97.72,218.96,47.14,153.5
2016-06-01,98.46,219.56,46.81,152.51
2016-05-31,99.86,223.23,46.72,153.74
2016-05-27,100.35,223.04,45.9,152.84
2016-05-26,100.41,225.12,45.65,152.44
2016-05-25,99.62,219.58,45.17,151.69
2016-05-24,97.9,217.91,45.36,148.31
2016-05-23,96.43,216.22,44.4,146.77
2016-05-20,95.22,220.28,44.33,147.25
2016-05-19,94.2,215.21,43.55,144.93
2016-05-18,94.56,211.17,43.36,147.34
2016-05-17,93.49,204.66,42.28,148.0
2016-05-16,93.88,208.29,42.19,149.46
2016-05-13,90.52,207.61,40.98,147.72
2016-05-12,90.34,207.28,35.57,148.84
2016-05-11,92.51,208.96,36.06,148.95
2016-05-10,93.42,208.69,35.96,149.97
2016-05-09,92.79,208.92,35.28,147.34
2016-05-06,92.72,214.93,35.33,147.29
2016-05-05,93.24,211.53,34.97,146.47
2016-05-04,94.19,222.56,34.76,144.25
2016-05-03,95.18,232.32,35.57,144.13
2016-05-02,93.64,241.8,36.0,145.27
2016-04-29,93.74,240.76,35.53,145.94
2016-04-28,94.83,247.71,36.2,147.07
2016-04-27,97.82,251.47,37.31,150.47
2016-04-26,104.35,253.74,36.48,149.08
2016-04-25,105.08,251.82,36.45,148.81
2016-04-22,105.68,253.75,36.27,148.5
2016-04-21,105.97,248.29,36.41,149.3
2016-04-20,107.13,249.97,36.45,146.11
2016-04-19,106.91,247.37,36.31,144.0
2016-04-18,107.48,253.88,36.97,152.53
2016-04-15,109.85,254.51,37.13,151.72
2016-04-14,112.1,251.86,36.84,151.16
2016-04-13,112.04,254.53,36.74,151.23
2016-04-12,110.44,247.82,35.84,149.63
2016-04-11,109.02,249.92,35.88,149.25
2016-04-08,108.66,250.07,35.66,149.35
2016-04-07,108.54,257.2,35.43,148.25
2016-04-06,110.96,265.42,35.8,150.02
2016-04-05,109.81,255.47,35.75,150.0
2016-04-04,111.12,246.99,35.8,152.07
2016-04-01,109.99,237.59,36.15,152.52
2016-03-31,108.99,229.77,35.63,151.45
2016-03-30,109.56,226.89,35.76,148.41
2016-03-29,107.68,230.13,35.39,149.33
2016-03-28,105.19,230.26,34.83,148.4
2016-03-24,105.67,227.75,34.48,147.95
2016-03-23,106.13,222.58,34.43,145.4
2016-03-22,106.72,234.24,33.85,148.1
2016-03-21,105.91,238.32,33.91,148.63
2016-03-18,105.92,232.74,33.81,147.09
2016-03-17,105.8,226.38,32.82,147.04
2016-03-16,105.97,221.93,33.1,144.79
2016-03-15,104.58,218.34,32.14,142.96
2016-03-14,102.52,215.15,32.3,142.78
2016-03-11,102.26,207.5,32.22,142.36
2016-03-10,101.17,205.18,31.68,140.19
2016-03-09,101.12,208.72,31.73,140.41
2016-03-08,101.03,202.6,31.75,139.07
2016-03-07,101.87,205.29,32.34,140.15
2016-03-04,103.01,201.04,32.55,137.8
2016-03-03,101.5,195.74,32.65,137.8
2016-03-02,100.75,188.34,32.94,136.3
2016-03-01,100.53,186.35,32.75,134.37
2016-02-29,96.69,191.93,31.36,131.03
2016-02-26,96.91,190.34,31.68,132.03
2016-02-25,96.76,187.43,31.89,134.5
2016-02-24,96.1,179.0,31.82,132.8
2016-02-23,94.69,177.21,31.6,132.4
2016-02-22,96.88,177.74,31.52,133.77
2016-02-19,96.04,166.58,30.44,133.08
2016-02-18,96.26,166.77,30.04,132.45
2016-02-17,98.12,168.68,27.66,126.1
2016-02-16,96.64,155.17,26.99,122.74
2016-02-12,93.99,151.04,25.73,121.04
2016-02-11,93.7,150.47,25.3,117.85
2016-02-10,94.27,143.67,25.43,120.19
2016-02-09,94.99,148.25,25.49,124.07
2016-02-08,95.01,147.99,25.22,126.98
2016-02-05,94.02,162.6,26.43,128.57
2016-02-04,96.6,175.33,28.21,127.65
2016-02-03,96.35,173.48,28.2,124.72
2016-02-02,94.48,182.78,28.06,122.94
2016-02-01,96.43,196.94,29.3,124.83
2016-01-29,97.34,191.2,29.29,124.79
2016-01-28,94.09,189.7,28.05,122.22
2016-01-27,93.42,188.07,28.36,120.96
2016-01-26,99.99,193.56,28.7,122.59
2016-01-25,99.44,196.38,28.42,122.08
2016-01-22,101.42,202.55,28.45,122.5
2016-01-21,96.3,199.97,27.8,122.91
2016-01-20,96.79,198.7,27.48,121.86
2016-01-19,96.66,204.72,27.33,128.11
2016-01-15,97.13,204.99,27.11,130.03
2016-01-14,99.52,206.18,28.67,132.91
2016-01-13,97.39,200.31,29.26,131.17
2016-01-12,99.96,209.97,30.18,132.9
2016-01-11,98.53,207.85,29.68,133.23
2016-01-08,96.96,211.0,29.63,131.63
2016-01-07,96.45,215.65,30.28,132.86
2016-01-06,100.7,219.04,31.53,135.17
2016-01-05,102.71,223.43,32.89,135.85
2016-01-04,105.35,223.41,32.37,135.95
2015-12-31,105.26,240.01,32.96,137.62
2015-12-30,107.32,238.09,33.39,139.34
2015-12-29,108.74,237.19,33.68,139.78
2015-12-28,106.82,228.95,33.14,137.61
2015-12-24,108.03,230.57,33.17,138.25
2015-12-23,108.61,229.7,33.055,138.54
2015-12-22,107.23,229.95,32.93,137.93
2015-12-21,107.33,232.56,32.895,135.5
2015-12-18,106.03,230.46,32.14,134.9
2015-12-17,108.98,233.39,32.67,136.75
2015-12-16,111.34,234.51,33.17,139.29
2015-12-15,110.49,221.09,32.97,137.79
2015-12-14,112.48,218.58,32.57,135.93
2015-12-11,113.18,217.02,32.49,134.57
2015-12-10,116.17,227.07,32.98,136.78
2015-12-09,115.62,224.52,32.71,136.61
2015-12-08,118.23,226.72,33.56,138.05
2015-12-07,118.28,231.13,33.11,139.55
2015-12-04,119.03,230.38,33.75,140.43
2015-12-03,115.2,232.71,32.43,138.92
2015-12-02,116.28,231.99,32.5,139.7
2015-12-01,117.34,237.19,32.75,141.28
2015-11-30,118.3,230.26,31.72,139.42
2015-11-27,117.81,231.61,31.39,138.46
2015-11-25,118.03,229.64,31.13,138.0
2015-11-24,118.88,218.25,31.17,138.6
2015-11-23,117.75,217.75,30.92,138.46
2015-11-20,119.3,220.01,31.39,138.5
2015-11-19,118.78,221.8,31.12,136.74
2015-11-18,117.29,221.07,31.03,135.82
2015-11-17,113.69,214.0,30.4,133.82
2015-11-16,114.175,214.31,30.4,133.71
2015-11-13,112.34,207.19,29.8,131.75
2015-11-12,115.72,212.94,30.4,133.04
2015-11-11,116.11,219.08,30.51,135.02
2015-11-10,116.77,216.5,30.81,135.47
2015-11-09,120.57,225.33,31.41,135.31
2015-11-06,121.06,232.36,31.55,138.25
2015-11-05,120.92,231.77,27.71,139.89
2015-11-04,122.0,231.63,28.03,141.63
2015-11-03,122.57,208.35,28.5,141.88
2015-11-02,121.18,213.79,28.7,140.37
2015-10-30,119.5,206.93,28.37,140.08
2015-10-29,120.53,211.63,27.68,140.55
2015-10-28,119.27,212.96,28.67,140.83
2015-10-27,114.55,210.35,28.44,137.86
2015-10-26,115.28,215.26,28.46,143.66
2015-10-23,119.08,209.09,28.59,144.68
2015-10-22,115.5,211.72,28.4,144.09
2015-10-21,113.76,210.09,27.41,140.92
2015-10-20,113.77,213.03,27.77,140.64
2015-10-19,111.73,228.1,27.81,149.22
2015-10-16,111.04,227.01,27.86,150.39
2015-10-15,111.86,221.31,27.43,150.09
2015-10-14,110.21,216.88,27.36,150.01
2015-10-13,111.79,219.25,26.4,149.62
2015-10-12,111.6,215.58,26.35,151.14
2015-10-09,112.12,220.69,26.07,152.39
2015-10-08,109.5,226.72,26.17,152.28
2015-10-07,110.78,231.96,26.02,150.09
2015-10-06,111.31,241.46,25.75,148.78
2015-10-05,110.78,246.15,25.42,149.04
2015-10-02,110.38,247.57,24.8,144.58
2015-10-01,109.58,239.88,24.17,143.59
2015-09-30,109.95,248.4,24.64,144.97
2015-09-29,109.06,246.65,23.71,142.47
2015-09-28,112.44,248.43,23.3,142.52
2015-09-25,114.71,256.91,23.61,145.42
2015-09-24,115.0,263.12,23.44,144.41
2015-09-23,114.32,261.06,23.0,143.66
2015-09-22,113.4,260.94,22.89,144.43
2015-09-21,115.21,264.2,23.53,146.48
2015-09-18,113.45,260.62,23.29,144.51
2015-09-17,113.92,262.07,23.31,148.14
2015-09-16,116.41,262.25,23.1,148.41
2015-09-15,116.28,253.57,22.94,147.53
2015-09-14,115.31,253.19,22.69,145.65
2015-09-11,114.21,250.24,22.65,147.37
2015-09-10,112.57,248.48,22.58,146.2
2015-09-09,110.15,248.91,22.23,145.05
2015-09-08,112.31,248.17,22.68,147.23
2015-09-04,109.27,241.93,21.75,143.7
2015-09-03,110.37,245.57,22.27,146.78
2015-09-02,112.34,247.69,22.21,145.05
2015-09-01,107.72,238.63,21.56,142.68
2015-08-31,112.76,249.06,22.48,147.89
2015-08-28,113.29,248.48,22.73,147.98
2015-08-27,112.92,242.99,22.63,148.54
2015-08-26,109.69,224.84,21.81,146.7
2015-08-25,103.74,220.03,20.28,140.96
2015-08-24,103.12,218.87,20.71,143.47
2015-08-21,105.76,230.77,21.47,148.85
2015-08-20,112.65,242.18,22.16,152.66
2015-08-19,115.01,255.25,22.99,153.94
2015-08-18,116.5,260.72,23.08,156.01
2015-08-17,117.16,254.99,23.39,156.31
2015-08-14,115.96,243.15,23.54,155.75
2015-08-13,115.15,242.51,23.52,155.07
2015-08-12,115.24,238.17,23.72,156.16
2015-08-11,113.49,237.37,23.66,155.51
2015-08-10,119.72,241.14,23.78,156.75
2015-08-07,115.52,242.51,22.98,155.12
2015-08-06,115.13,246.13,20.45,156.32
2015-08-05,115.4,270.13,20.58,157.9
2015-08-04,114.64,266.28,20.37,157.6
2015-08-03,118.44,259.99,20.29,158.71
2015-07-31,121.3,266.15,19.95,161.99
2015-07-30,122.37,266.79,20.02,160.96
2015-07-29,122.99,263.82,19.97,161.09
2015-07-28,123.38,264.82,19.73,160.05
2015-07-27,122.77,253.01,19.31,159.07
2015-07-24,124.5,265.41,19.42,159.75
2015-07-23,125.16,267.2,19.65,161.73
2015-07-22,125.22,267.87,19.405,160.35
2015-07-21,130.75,266.77,19.79,163.07
2015-07-20,132.07,282.26,19.7,173.22
2015-07-17,129.62,274.66,20.07,172.51
2015-07-16,128.51,266.68,20.19,171.0
2015-07-15,126.82,263.14,19.75,168.53
2015-07-14,125.61,265.65,19.89,168.61
2015-07-13,125.66,262.16,19.88,169.38
2015-07-10,123.28,259.15,19.75,166.95
2015-07-09,120.07,257.92,19.41,163.85
2015-07-08,122.57,254.96,19.65,163.16
2015-07-07,125.69,267.88,19.79,165.0
2015-07-06,126.0,279.72,20.17,164.73
2015-07-02,126.44,280.02,20.42,165.09
2015-07-01,126.6,269.15,20.4,164.49
2015-06-30,125.425,268.26,20.11,162.66
2015-06-29,124.53,262.02,20.12,162.97
2015-06-26,126.75,267.09,20.74,165.46
2015-06-25,127.5,268.79,21.17,166.08
2015-06-24,128.11,265.17,21.01,166.97
2015-06-23,127.03,267.67,21.22,168.62
2015-06-22,127.61,259.79,21.775,167.73
2015-06-19,126.6,262.51,21.87,166.99
2015-06-18,127.88,261.89,21.94,168.25
2015-06-17,127.3,260.41,21.58,167.17
2015-06-16,127.6,253.12,21.33,166.84
2015-06-15,126.92,250.38,21.07,166.26
2015-06-12,127.17,250.69,21.11,166.99
2015-06-11,128.59,251.41,21.7,168.78
2015-06-10,128.88,250.7,21.47,168.92
2015-06-09,127.42,256.0,21.86,165.68
2015-06-08,127.8,256.29,21.75,165.34
2015-06-05,128.65,249.14,22.26,167.4
2015-06-04,129.36,245.92,22.09,168.38
2015-06-03,130.12,248.99,21.7,169.92
2015-06-02,129.96,248.35,21.935,169.65
2015-06-01,130.535,249.45,22.38,170.18
2015-05-29,130.28,250.8,22.13,169.65
2015-05-28,131.78,251.45,22.14,171.71
2015-05-27,132.045,247.43,21.84,172.0
2015-05-26,129.62,247.455,20.73,170.13
2015-05-22,132.54,247.73,20.86,172.22
2015-05-21,131.39,245.62,20.89,173.34
2015-05-20,130.06,244.35,21.04,173.76
2015-05-19,130.07,247.14,21.04,173.48
2015-05-18,130.19,248.75,21.27,173.06
2015-05-15,128.77,248.84,21.3,173.26
2015-05-14,128.95,244.1,21.29,174.05
2015-05-13,126.01,243.18,20.95,172.28
2015-05-12,125.865,244.74,20.83,170.55
2015-05-11,126.32,239.49,20.63,171.12
2015-05-08,127.62,236.61,20.825,172.68
2015-05-07,125.26,236.8,22.49,170.99
2015-05-06,125.01,230.43,22.1,170.05
2015-05-05,125.8,232.95,22.03,173.08
2015-05-04,128.7,230.51,22.61,173.97
2015-05-01,128.95,226.03,22.75,173.67
2015-04-30,125.15,226.05,22.195,171.29
2015-04-29,128.64,232.45,22.14,174.4
2015-04-28,130.56,230.48,22.305,173.92
2015-04-27,132.65,231.55,22.2,170.73
2015-04-24,130.28,218.425,22.03,169.78
2015-04-23,129.67,218.6,22.22,170.24
2015-04-22,128.62,219.44,22.31,165.36
2015-04-21,126.91,209.41,22.055,164.26
2015-04-20,127.6,205.27,22.09,166.16
2015-04-17,124.75,206.79,22.2,160.67
2015-04-16,126.17,206.7,22.49,163.13
2015-04-15,126.78,207.83,22.63,164.13
2015-04-14,126.3,207.46,22.36,162.3
2015-04-13,126.85,209.78,22.55,162.38
2015-04-10,127.1,210.9,22.76,162.86
2015-04-09,126.56,210.09,22.525,162.34
2015-04-08,125.6,207.67,22.02,161.85
2015-04-07,126.01,203.25,21.86,162.07
2015-04-06,127.35,203.1,21.665,162.04
2015-04-02,125.32,191.0,21.06,160.45
2015-04-01,124.25,187.59,21.01,159.18
2015-03-31,124.43,188.77,20.925,160.5
2015-03-30,126.37,190.57,21.47,162.67
2015-03-27,123.25,185.0,21.38,160.4
2015-03-26,124.24,190.405,20.965,160.59
2015-03-25,123.38,194.3,21.04,159.2
2015-03-24,126.69,201.72,22.4,163.0
2015-03-23,127.21,199.63,22.71,164.63
2015-03-20,125.9,198.08,23.47,162.88
2015-03-19,127.495,195.65,23.215,159.81
2015-03-18,128.47,200.71,22.87,159.81
2015-03-17,127.04,194.73,23.25,156.96
2015-03-16,124.95,195.7,22.97,157.08
2015-03-13,123.59,188.68,22.7,154.28
2015-03-12,124.45,191.07,22.67,157.98
2015-03-11,122.24,193.74,22.88,156.8
2015-03-10,124.51,190.32,22.995,157.81
2015-03-09,127.14,190.88,22.61,160.77
2015-03-06,126.6,193.88,22.55,158.5
2015-03-05,126.41,200.63,22.86,161.18
2015-03-04,128.54,202.435,22.43,159.42
2015-03-03,129.36,199.56,22.18,161.03
2015-03-02,129.09,197.325,22.595,160.48
2015-02-27,128.46,203.34,22.06,161.94
2015-02-26,130.415,207.19,22.2,160.87
2015-02-25,128.79,203.76,22.14,162.81
2015-02-24,132.17,204.11,22.31,164.83
2015-02-23,133.0,207.335,22.16,162.91
2015-02-20,129.495,217.11,22.335,163.65
2015-02-19,128.45,211.705,22.175,163.89
2015-02-18,128.715,204.46,22.12,162.19
2015-02-17,127.83,204.35,22.375,160.96
2015-02-13,127.08,203.77,22.31,160.4
2015-02-12,126.46,202.88,22.3,158.52
2015-02-11,124.88,212.8,20.81,158.2
2015-02-10,122.02,216.29,20.95,158.56
2015-02-09,119.72,217.48,20.38,155.75
2015-02-06,118.93,217.36,20.4,156.72
2015-02-05,119.94,220.99,20.485,157.91
2015-02-04,119.56,218.55,20.16,156.96
2015-02-03,118.65,218.36,20.11,158.47
2015-02-02,118.63,210.94,19.62,154.66
2015-01-30,117.16,203.6,19.205,153.31
2015-01-29,118.9,205.2,19.78,155.48
2015-01-28,115.31,199.37,19.31,151.55
2015-01-27,109.14,205.98,19.63,153.67
2015-01-26,113.1,206.55,20.615,156.36
2015-01-23,112.98,201.29,20.71,155.87
2015-01-22,112.4,201.62,20.65,155.39
2015-01-21,109.55,196.57,20.3,152.09
2015-01-20,108.72,191.93,20.02,156.95
2015-01-16,105.99,193.07,19.96,157.14
2015-01-15,106.82,191.87,19.6,154.57
2015-01-14,109.8,192.69,19.74,155.8
2015-01-13,110.22,204.25,19.655,156.81
2015-01-12,109.25,202.21,19.69,156.44
2015-01-09,112.01,206.66,19.94,159.11
2015-01-08,111.89,210.615,19.86,158.42
2015-01-07,107.75,210.95,19.135,155.05
2015-01-06,106.26,211.28,19.19,156.07
2015-01-05,106.25,210.09,19.79,159.51
2015-01-02,109.33,219.31,20.13,162.06
2014-12-31,110.38,222.41,20.05,160.44
2014-12-30,112.52,222.23,20.37,160.05
2014-12-29,113.91,225.71,20.56,160.51
2014-12-26,113.99,227.82,20.59,162.34
2014-12-24,112.01,222.26,20.57,161.82
2014-12-23,112.54,220.97,20.65,162.24
2014-12-22,112.94,222.6,20.78,161.44
2014-12-19,111.78,219.29,20.42,158.51
2014-12-18,112.65,218.26,20.22,157.68
2014-12-17,109.41,205.82,20.14,151.93
2014-12-16,106.745,197.81,19.345,151.41
2014-12-15,108.225,204.04,19.57,153.06
2014-12-12,109.73,207.0,19.63,155.38
2014-12-11,111.62,208.88,20.26,161.07
2014-12-10,111.95,209.84,20.27,160.51
2014-12-09,114.12,216.89,20.73,162.99
2014-12-08,112.4,214.36,20.8,161.86
2014-12-05,115.0,223.71,21.07,163.27
2014-12-04,115.49,228.28,20.95,164.05
2014-12-03,115.93,229.3,21.14,164.52
2014-12-02,114.63,231.43,20.61,162.67
2014-12-01,115.07,231.64,20.58,161.54
2014-11-28,118.93,244.52,20.97,162.17
2014-11-26,119.0,248.44,20.915,161.95
2014-11-25,117.6,248.09,20.57,161.76
2014-11-24,118.625,246.72,20.58,162.15
2014-11-21,116.47,242.78,20.455,160.92
2014-11-20,116.31,248.71,20.34,160.64
2014-11-19,114.67,247.74,20.01,161.43
2014-11-18,115.47,257.7,20.17,161.89
2014-11-17,113.99,253.98,19.695,164.16
2014-11-14,114.18,258.68,19.785,164.16
2014-11-13,112.82,251.7,19.55,162.79
2014-11-12,111.25,249.1,19.645,161.92
2014-11-11,109.7,251.08,19.78,163.3
2014-11-10,108.83,241.93,20.02,163.49
2014-11-07,109.01,240.2,19.79,162.07
2014-11-06,108.7,241.22,20.22,161.46
2014-11-05,108.86,230.97,20.13,161.82
2014-11-04,108.6,238.93,20.13,162.65
2014-11-03,109.4,242.59,19.87,164.36
2014-10-31,108.0,241.7,19.54,164.4
2014-10-30,106.98,238.66,18.69,164.35
2014-10-29,107.34,238.1,18.805,163.46
2014-10-28,106.74,242.77,18.93,163.6
2014-10-27,105.11,221.67,18.49,161.87
2014-10-24,105.22,235.24,18.48,162.08
2014-10-23,104.83,235.29,18.285,162.18
2014-10-22,102.99,231.1,17.89,161.79
2014-10-21,102.47,235.34,18.32,163.23
2014-10-20,99.76,230.47,17.57,169.1
2014-10-17,97.67,227.48,17.42,182.05
2014-10-16,96.26,226.35,17.45,179.84
2014-10-15,97.54,229.7,17.44,181.75
2014-10-14,98.75,227.06,17.175,183.8
2014-10-13,99.81,224.59,16.785,183.52
2014-10-10,100.73,236.91,16.845,185.93
2014-10-09,101.02,257.01,17.91,186.42
2014-10-08,100.8,259.28,18.26,189.36
2014-10-07,98.75,259.57,17.925,185.71
2014-10-06,99.62,260.62,18.12,189.04
2014-10-03,99.62,255.21,18.23,188.67
2014-10-02,99.9,251.42,18.19,186.91
2014-10-01,99.18,240.24,18.27,187.17
2014-09-30,100.75,242.68,18.45,189.83
2014-09-29,100.11,245.26,18.515,189.64
2014-09-26,100.75,246.6,18.545,190.06
2014-09-25,97.87,246.95,18.51,189.01
2014-09-24,101.75,252.14,18.92,192.31
2014-09-23,102.64,250.41,18.81,191.62
2014-09-22,101.06,250.03,18.89,193.11
2014-09-19,100.96,259.32,19.08,194.0
2014-09-18,101.79,263.82,19.44,193.75
2014-09-17,101.58,261.38,19.15,192.8
2014-09-16,100.86,260.74,19.135,192.96
2014-09-15,101.63,253.86,18.86,191.81
2014-09-12,101.66,279.2,19.12,191.28
2014-09-11,101.43,280.31,19.41,191.72
2014-09-10,101.0,281.1,19.61,191.54
2014-09-09,97.99,278.48,19.54,189.99
2014-09-08,98.36,282.11,19.79,190.14
2014-09-05,98.97,277.39,19.97,191.2
2014-09-04,98.12,286.04,20.03,190.68
2014-09-03,98.94,281.19,19.685,191.95
2014-09-02,103.3,284.12,19.495,191.56
2014-08-29,102.5,269.7,19.45,192.3
2014-08-28,102.25,263.86,19.39,192.0
2014-08-27,102.13,263.25,19.23,192.25
2014-08-26,100.889,261.74,19.455,192.99
2014-08-25,101.54,262.55,19.11,191.16
2014-08-22,101.32,256.78,19.08,190.41
2014-08-21,100.58,254.34,19.07,191.23
2014-08-20,100.57,255.71,19.25,190.1
2014-08-19,100.53,256.76,19.37,190.07
2014-08-18,99.16,259.94,19.3,189.36
2014-08-15,97.98,262.01,19.04,187.38
2014-08-14,97.5,261.38,18.8,187.88
2014-08-13,97.24,260.31,19.01,187.95
2014-08-12,95.97,259.96,18.9,187.34
2014-08-11,95.99,259.32,18.9,187.47
